"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54"
0.00504218259765787,0.00452140557032659,0.00570232628469285,0.00505040649455971,0.00548930770346542,0.00514843254692859,0.0044993824069855,0.00465197218107228,0.00572276182103764,0.00516969784483559,0.00444845989285117,0.00570502265154187,0.00513678719739588,0.0049643185436693,0.00521505597692084,0.00541890635355551,0.00472368701014746,0.00521743814706071,0.00489099659717182,0.00495009976747854,0.0046926476591396,0.00522664627741555,0.0052391356901986,0.00476494977948649,0.00491191489343628,0.00370183821454674,0.00508839446097252,0.00477294173468172,0.00423765334737156,0.00500918206344251,0.00535962411525407,0.00519610151485641,0.00551200434359764,0.00557876781253005,0.00494840323476591,0.0053064305782663,0.00646123753023801,0.0046952283626006,0.00548660139227034,0.0066108234660799,0.0054771816831911,0.00542932087669846,0.00540965446232991,0.00516305917372056,0.0048390276527258,0.0055346224467698,0.00500589013632609,0.00497115891995061,0.00589214744385302,0.00523301286183497,0.00569482167523404,0.00562806353484815,0.00544263283312298,0.00543850236243981
0.0044209329036745,0.00472992467860764,0.00558150172889924,0.00515672626455602,0.00519009520147624,0.00594905338500484,0.00529353189648289,0.00467737262282606,0.00543249108250855,0.00559148728021311,0.00466104112272654,0.00510713550365486,0.00541266441527849,0.0049247721843597,0.00580393425520109,0.0064610607886441,0.00404333469836411,0.00548926486086527,0.00505077374620905,0.00385188172777929,0.00528867788823523,0.00522076821626218,0.00477215115924513,0.00507165332721688,0.0053780456243314,0.00502436603407937,0.00534218797498514,0.00537879780787546,0.00477500266973408,0.0052156587577888,0.00460556712471414,0.00556459436353414,0.005183813117357,0.0049838216976012,0.00540136410546146,0.00537198031422489,0.00529337440239122,0.0051506475408454,0.00459826463223157,0.00561290353833042,0.00552989994303166,0.00516775773310914,0.00592658736886458,0.00496061373069741,0.00580116169224575,0.00545804406666732,0.00550505227786891,0.0055400417717153,0.00407337628871271,0.00462170072542101,0.00468945715270324,0.00427215621711329,0.004277171027894,0.00469330156210698
0.00517484789926925,0.00487530526615917,0.00542726281224103,0.00592016874478909,0.00523592759453746,0.00517489013093284,0.0051179402853536,0.00476226763446411,0.005203100226635,0.00641482168081432,0.00419294785823815,0.00526930847603304,0.00505672868132199,0.00482716557432444,0.00580536716823387,0.0057858317737402,0.00422141994510635,0.00572253144195034,0.00492935683910027,0.00507697411509593,0.00458412492156048,0.00535125035303095,0.00522436936520991,0.00522104659254299,0.00480929539675343,0.00544723534651344,0.00546368808275755,0.00500683430826726,0.0057958076686561,0.00540601978543136,0.0051066955811597,0.00526389815010618,0.00506817726251535,0.00492304792656692,0.0053630129478201,0.00506871449316885,0.00580413828670688,0.00483353616261094,0.00559337490379561,0.00559006750991627,0.00589418118267176,0.00562145888971815,0.00411645620571344,0.00462309443826178,0.00458043304349461,0.00416904644774854,0.00408832717381566,0.00460649654146224,0.00378428293342557,0.00403988629209083,0.00442234424274445,0.0041730285240435,0.00419881246718366,0.00403626996774638
0.00519181620501712,0.00489490337118182,0.00516192569924413,0.00627546041769556,0.00509011572278825,0.00523162893768933,0.00510465689678953,0.00470490376240508,0.00563203553599152,0.00564653316671544,0.00399585709369767,0.00549061521886704,0.00530042074103525,0.00449142629900539,0.00538595210952853,0.00580737784151883,0.00448740846255451,0.00531673951548537,0.00510937132133401,0.00554723788171581,0.00567601471816691,0.00546843209290538,0.00674314007389213,0.00588552349746812,0.00475517938582144,0.00490585940189184,0.00491170723574703,0.00410632955413907,0.00506227313936765,0.00445625404777522,0.00373608166717739,0.00431045087548127,0.00366213040735015,0.00445538665578438,0.00401061805721085,0.00419067201307867,0.00391768827622026,0.00397045596878078,0.00463542202062663,0.00409398633194185,0.00432701925274797,0.00455157807695109,0.00412294070021296,0.00398238970649544,0.00439793595758154,0.00443748889993506,0.00424783434603713,0.0042633893256834,0.00483386336459034,0.0040371393975228,0.00454852102849547,0.00442242307543687,0.00453632470155642,0.00448352482412979
0.00461025182801498,0.00406077494159559,0.00531347887091847,0.00510241185586859,0.00432739949787615,0.00553362191073341,0.00531270923382153,0.00475027982514749,0.00541424016638264,0.00584251145824156,0.00459959628522792,0.00505618859595317,0.00366522814087489,0.00389488939752427,0.0043846664497589,0.00422309602732115,0.00390247234154648,0.00383054304207422,0.0043272054475744,0.00446774109708685,0.00414211230647412,0.00438045231661457,0.00493871539214312,0.00463365441907446,0.00377117233328691,0.00409611340900509,0.00371029905566155,0.00431107316598125,0.00396131371577434,0.003868539957623,0.00394399222565917,0.00419084747212768,0.00448402008336922,0.00436289724391021,0.00438751488273389,0.00455730760890266,0.00405833808112691,0.00386974567937058,0.00435609103189619,0.00457928926913743,0.00479890206471792,0.00455777745239172,0.00489046332256184,0.00428760555644167,0.00448113658734815,0.00431075363645853,0.00442137287563582,0.00436271340055999,0.00429861165171278,0.00467959616563327,0.00393510369530449,0.00463775284331658,0.00451329296592124,0.00407149102564997
0.00479951951403638,0.00464769442128495,0.00531848626199438,0.00548613771462647,0.00477178022634262,0.00521892087394148,0.00359750159168183,0.00370135299281581,0.00430407556721425,0.00409335948635084,0.00374074306696641,0.0037135473202063,0.00333430018063872,0.0035755626602064,0.00358867451176283,0.00415442117596407,0.00299965400622904,0.00371348121765428,0.00334281414900368,0.00386568372807634,0.0033533282292495,0.00433497985018407,0.00433300637599933,0.00386716039351053,0.00438553312993407,0.00453597575116524,0.00491183441873809,0.00450171020925165,0.0046215067389002,0.00463061736572573,0.00559098685619185,0.00488492187022852,0.00503076865194537,0.00533452319104302,0.00474011743888678,0.00467309436827065,0.00467970192557637,0.00414113305324858,0.00429683760846135,0.004251284560055,0.00487865697353754,0.00436826061617099,0.00395871327990101,0.0042914212026151,0.00400658204146607,0.00450162916341199,0.00442371730541485,0.00417119948023259,0.00456776519496805,0.00440153589622127,0.0045103968855798,0.00515237996221092,0.00411232474776238,0.00466889568205433
0.00366106166587012,0.00372738279069298,0.00419817784284098,0.00416729152337615,0.00432702704160895,0.00376022428277319,0.00317277664818534,0.0034759430145879,0.00347102295901238,0.00411218645400347,0.00307440606512794,0.00365403034533536,0.00383751611516421,0.0039662405870201,0.00430390541056005,0.00475195783054873,0.00384966252674725,0.00429367210800558,0.00472101179538238,0.00438242500935793,0.00484180784052547,0.00476493468479769,0.00561166210405063,0.0047446634343571,0.00549963845136697,0.00474819482842358,0.00458689995142958,0.00522545612492288,0.00455390969426748,0.00429908266016487,0.00440744508048781,0.00516796475841753,0.00451374013097393,0.0048015983960511,0.00509604586167981,0.0051120661525137,0.00380747320700412,0.00409950225957983,0.00423270387552778,0.00453781617449015,0.00475381886683729,0.00440307003494196,0.00440749200712859,0.00460822921245208,0.0044044657844229,0.00488604962709643,0.00408944875219947,0.00481194351339989,0.00346933510163228,0.0031605417057526,0.00436902848764827,0.00333177738151564,0.00361094295176007,0.00421878231432873
0.00321694720489922,0.00336548027922977,0.00338631013378043,0.00432078470668812,0.00362554700720884,0.00364730444802952,0.00409706014985841,0.00409289875680373,0.00451983456829368,0.00490758668272087,0.00399922623774924,0.00425000211759866,0.0041089782685332,0.00371977970810936,0.0046534490507867,0.00477208586354885,0.00350973795198699,0.00391625991926542,0.00479251921419494,0.00474556069294297,0.00460514499009479,0.00483552174755484,0.00549243007717908,0.00461219038387689,0.00488141455514761,0.00477332469324895,0.00470947622097871,0.00504420698854149,0.00518434698864509,0.00487367900004925,0.00488570898197447,0.00457366937818767,0.0049914090145039,0.00385012481123478,0.00492798290653604,0.00460034904702253,0.00414132184181211,0.00434497894720444,0.00432253740259133,0.00465133016388771,0.00463748312708929,0.00476733887790709,0.0036998039182176,0.00335407982878924,0.00440782163993377,0.00345996343501974,0.00361183477638193,0.0044322413882719,0.00367785296824726,0.00372787727163481,0.00400558475664452,0.00378972528890176,0.00337311429760188,0.00383650469222918
0.00396984278901692,0.00383619162318157,0.00454650433193625,0.00476900484505277,0.00446714003621647,0.00410076976932732,0.00413153181228105,0.00370518911613922,0.00485905801976777,0.00461550104274944,0.00370659778029426,0.0040837587376954,0.0042342481319742,0.00471634212686997,0.00567662911506715,0.00478282053642273,0.0044586118767416,0.00523587177613485,0.00526901265678943,0.00480247662655778,0.00493135907465842,0.00519101061056845,0.00608042575607408,0.00486652516522015,0.00446265198866433,0.00420980048678654,0.00461119950566398,0.00382083943107982,0.00456744938322596,0.00470736727747796,0.00470327423078159,0.00429771905899642,0.00443513959387239,0.00486625379303674,0.00449309684975991,0.00472057659202598,0.0036259556135665,0.00342466124050354,0.00443522653991213,0.00380930783163853,0.00407298955067397,0.00459458878660105,0.00349777229513529,0.00375606637316875,0.00349806861951512,0.00360031708217905,0.00337056025545965,0.00343245607756989,0.00366151016132684,0.00303102866437142,0.0040477122224087,0.00323906588686544,0.00316791766608304,0.00380037017061727
0.00406952903225764,0.0036853968019703,0.00492907047438753,0.00464557535198606,0.00451663819390617,0.00416905996157646,0.00427478446137066,0.0047154614562519,0.00559483258246742,0.00483664679671233,0.00428006238746662,0.00527472853779655,0.00313614805814132,0.00323093511584537,0.0042112513215905,0.00372032034491802,0.00301644309163193,0.00375216820151427,0.00448946292416374,0.00416950522334631,0.00425374038160238,0.00409730692147595,0.00508922665759275,0.00471343478721218,0.00466926357318192,0.00416269607469304,0.00465151705057609,0.00470371942672605,0.00443492978355189,0.00475483265529719,0.00325120337616729,0.00348655687448917,0.00385507452959471,0.0033176594313117,0.00339262507659014,0.00388970193124355,0.00319483066533442,0.0032268868787189,0.00377743016044997,0.00340874482700164,0.00387159093618788,0.00383590337937473,0.00352539259832392,0.00311428276580576,0.00345900186072933,0.0033097744149393,0.00314742158676091,0.00338951396793963,0.00324593111549274,0.00326412410079884,0.00329401796201571,0.00347907182226011,0.00294492490775033,0.00350496102706964
